run_report,dataset,divisor_size,method,seed,final_objective,total_runtime_sec,evaluation_count,time_to_best_sec,validation_relative_improvement_pct,run_file,validation_file
data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114440Z/bo_optimize_20260409T114440Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,bo,10007,0.9384657842456363,20.49264483101433,38,20.492438887013122,88.42803623673115,data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114440Z/bo_optimize_20260409T114440Z.json?display_name=bo_optimize_20260409T114440Z.json,data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114440Z/bo_validate_20260409T114446Z.json?display_name=bo_validate_20260409T114446Z.json
data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114507Z/bo_optimize_20260409T114507Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,bo,10007,1.0966765029006638,20.893764698004816,38,19.348116210021544,86.34743762937845,data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114507Z/bo_optimize_20260409T114507Z.json?display_name=bo_optimize_20260409T114507Z.json,data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114507Z/bo_validate_20260409T114511Z.json?display_name=bo_validate_20260409T114511Z.json
data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114532Z/bo_optimize_20260409T114532Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,bo,10007,0.9604992592649069,20.827719031018205,38,19.90446090704063,89.06064449160932,data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114532Z/bo_optimize_20260409T114532Z.json?display_name=bo_optimize_20260409T114532Z.json,data/experiments/30_dset_20260409T112558Z/bo/optimize_20260409T114532Z/bo_validate_20260409T114539Z.json?display_name=bo_validate_20260409T114539Z.json
data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T112736Z/de_optimize_20260409T112736Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,de,10007,0.9210314613883384,104.13188390701544,220,100.71649125596741,88.05258413551043,data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T112736Z/de_optimize_20260409T112736Z.json?display_name=de_optimize_20260409T112736Z.json,data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T112736Z/de_validate_20260409T112742Z.json?display_name=de_validate_20260409T112742Z.json
data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T113311Z/de_optimize_20260409T113311Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,de,10007,0.8739260919683147,96.93678706797073,220,23.721781461965293,86.82055670280153,data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T113311Z/de_optimize_20260409T113311Z.json?display_name=de_optimize_20260409T113311Z.json,data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T113311Z/de_validate_20260409T113317Z.json?display_name=de_validate_20260409T113317Z.json
data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T113456Z/de_optimize_20260409T113456Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,de,10007,0.9227263155626133,107.52069689199561,220,92.46060203399975,88.05401908581774,data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T113456Z/de_optimize_20260409T113456Z.json?display_name=de_optimize_20260409T113456Z.json,data/experiments/30_dset_20260409T112558Z/de/optimize_20260409T113456Z/de_validate_20260409T113502Z.json?display_name=de_validate_20260409T113502Z.json
data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115312Z/ga_optimize_20260409T115312Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,ga,10007,0.9037044369906653,114.64894800801994,316,84.63407876202837,87.18337054572447,data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115312Z/ga_optimize_20260409T115312Z.json?display_name=ga_optimize_20260409T115312Z.json,data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115312Z/ga_validate_20260409T115318Z.json?display_name=ga_validate_20260409T115318Z.json
data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115450Z/ga_optimize_20260409T115450Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,ga,10007,0.9509571833186783,98.55261734500527,316,86.96982845501043,87.97863558670312,data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115450Z/ga_optimize_20260409T115450Z.json?display_name=ga_optimize_20260409T115450Z.json,data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115450Z/ga_validate_20260409T115456Z.json?display_name=ga_validate_20260409T115456Z.json
data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115644Z/ga_optimize_20260409T115644Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,ga,10007,0.968947480985662,117.11673453904223,316,102.45850806799717,88.15468143382154,data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115644Z/ga_optimize_20260409T115644Z.json?display_name=ga_optimize_20260409T115644Z.json,data/experiments/30_dset_20260409T112558Z/ga/optimize_20260409T115644Z/ga_validate_20260409T115650Z.json?display_name=ga_validate_20260409T115650Z.json
data/experiments/30_dset_20260409T112558Z/pso/optimize_20260409T114154Z/pso_optimize_20260409T114154Z_report.md?display_name=%F0%9F%93%84,data/numbers/30_dset_20260409T112558Z/train.json?display_name=30_dset_20260409T112558Z,30,pso,10007,0.8243209120410029,71.37873399595264,234,1.724126709974371,87.42159976253309,data/experiments/30_dset_20260409T112558Z/pso/optimize_20260409T114154Z/pso_optimize_20260409T114154Z.json?display_name=pso_optimize_20260409T114154Z.json,data/experiments/30_dset_20260409T112558Z/pso/optimize_20260409T114154Z/pso_validate_20260409T114200Z.json?display_name=pso_validate_20260409T114200Z.json
